IBDD-CC,IBDD-ACC,IBDD-MS,IBDD-DyS,real_IBDD,baseline-CC,baseline-ACC,baseline-MS,baseline-DyS,real_baseline,IKS-CC,IKS-ACC,IKS-MS,IKS-DyS,real_IKS
0.38,0.74,0.71,0.36,0.85,0.73,0.93,0.95,0.9,0.85,0.03,0.01,0.01,0.01,0.85
0.37,0.72,0.71,0.35,0.85,0.73,0.93,0.95,0.9,0.85,0.03,0.01,0.01,0.01,0.85
0.37,0.72,0.71,0.35,0.84,0.72,0.92,0.95,0.89,0.84,0.03,0.01,0.01,0.01,0.84
0.36,0.7,0.67,0.34,0.85,0.72,0.92,0.95,0.89,0.85,0.03,0.01,0.01,0.01,0.85
0.35,0.67,0.65,0.31,0.85,0.72,0.92,0.95,0.89,0.85,0.03,0.01,0.01,0.01,0.85
0.34,0.65,0.64,0.3,0.85,0.72,0.92,0.95,0.89,0.85,0.03,0.01,0.01,0.01,0.85
0.33,0.63,0.63,0.29,0.85,0.71,0.9,0.93,0.88,0.85,0.03,0.01,0.01,0.01,0.85
0.32,0.6,0.6,0.28,0.85,0.71,0.9,0.93,0.87,0.85,0.03,0.01,0.01,0.01,0.85
0.31,0.58,0.59,0.27,0.85,0.72,0.92,0.93,0.88,0.85,0.03,0.01,0.01,0.01,0.85
0.3,0.56,0.58,0.26,0.85,0.72,0.92,0.93,0.88,0.85,0.03,0.01,0.01,0.01,0.85
0.84,1.0,1.0,1.0,0.85,0.71,0.9,0.92,0.87,0.85,0.03,0.01,0.01,0.01,0.85
0.84,1.0,1.0,1.0,0.85,0.72,0.92,0.93,0.88,0.85,0.03,0.01,0.01,0.01,0.85
0.83,1.0,1.0,1.0,0.85,0.71,0.9,0.92,0.86,0.85,0.03,0.01,0.01,0.01,0.85
0.82,1.0,1.0,1.0,0.85,0.71,0.9,0.92,0.86,0.85,0.03,0.01,0.01,0.01,0.85
0.81,1.0,1.0,1.0,0.84,0.7,0.89,0.9,0.85,0.84,0.03,0.01,0.01,0.01,0.84
0.8,1.0,1.0,1.0,0.84,0.69,0.87,0.89,0.84,0.84,0.03,0.01,0.01,0.01,0.84
0.79,1.0,1.0,1.0,0.84,0.68,0.85,0.87,0.83,0.84,0.02,0.0,0.0,0.0,0.84
0.78,1.0,1.0,1.0,0.84,0.69,0.87,0.89,0.84,0.84,0.02,0.0,0.0,0.0,0.84
0.77,1.0,1.0,1.0,0.84,0.69,0.87,0.88,0.84,0.84,0.02,0.0,0.0,0.0,0.84
0.76,1.0,1.0,1.0,0.84,0.69,0.87,0.88,0.84,0.84,0.02,0.0,0.0,0.0,0.84
0.76,1.0,1.0,1.0,0.83,0.69,0.87,0.88,0.84,0.83,0.02,0.0,0.0,0.0,0.83
0.75,1.0,1.0,1.0,0.84,0.69,0.87,0.88,0.84,0.84,0.02,0.0,0.0,0.0,0.84
0.74,1.0,1.0,1.0,0.84,0.69,0.87,0.88,0.84,0.84,0.02,0.0,0.0,0.0,0.84
0.73,1.0,1.0,1.0,0.84,0.69,0.87,0.87,0.84,0.84,0.02,0.0,0.0,0.0,0.84
0.72,1.0,1.0,1.0,0.84,0.7,0.89,0.89,0.85,0.84,0.02,0.0,0.0,0.0,0.84
0.71,1.0,1.0,1.0,0.83,0.69,0.87,0.88,0.84,0.83,0.02,0.0,0.0,0.0,0.83
0.7,1.0,1.0,1.0,0.83,0.68,0.85,0.86,0.83,0.83,0.02,0.0,0.0,0.0,0.83
0.7,1.0,1.0,1.0,0.83,0.68,0.85,0.87,0.83,0.83,0.02,0.0,0.0,0.0,0.83
0.69,1.0,1.0,1.0,0.82,0.67,0.84,0.85,0.82,0.82,0.02,0.0,0.0,0.0,0.82
0.69,1.0,1.0,1.0,0.82,0.68,0.85,0.87,0.82,0.82,0.02,0.0,0.0,0.0,0.82
0.69,1.0,1.0,1.0,0.82,0.68,0.85,0.87,0.83,0.82,0.02,0.0,0.0,0.0,0.82
0.68,1.0,1.0,1.0,0.82,0.68,0.85,0.87,0.83,0.82,0.02,0.0,0.0,0.0,0.82
0.67,1.0,1.0,1.0,0.82,0.67,0.84,0.85,0.81,0.82,0.02,0.0,0.0,0.0,0.82
0.66,1.0,1.0,1.0,0.82,0.67,0.84,0.85,0.81,0.82,0.02,0.0,0.0,0.0,0.82
0.65,1.0,1.0,1.0,0.82,0.68,0.85,0.87,0.82,0.82,0.02,0.0,0.0,0.0,0.82
0.64,1.0,1.0,1.0,0.82,0.68,0.85,0.86,0.82,0.82,0.02,0.0,0.0,0.0,0.82
0.63,1.0,1.0,1.0,0.82,0.67,0.84,0.84,0.81,0.82,0.02,0.0,0.0,0.0,0.82
0.63,1.0,1.0,1.0,0.82,0.67,0.84,0.84,0.81,0.82,0.02,0.0,0.0,0.0,0.82
0.62,1.0,1.0,0.98,0.81,0.66,0.82,0.83,0.79,0.81,0.02,0.0,0.0,0.0,0.81
0.62,1.0,1.0,0.96,0.81,0.66,0.82,0.82,0.79,0.81,0.02,0.0,0.0,0.0,0.81
0.61,1.0,1.0,0.95,0.81,0.66,0.82,0.83,0.8,0.81,0.02,0.0,0.0,0.0,0.81
0.8,1.0,1.0,1.0,0.81,0.66,0.82,0.83,0.8,0.81,0.02,0.0,0.0,0.0,0.81
0.81,1.0,1.0,1.0,0.81,0.67,0.84,0.85,0.82,0.81,0.03,0.01,0.0,0.0,0.81
0.8,1.0,1.0,1.0,0.81,0.66,0.82,0.84,0.81,0.81,0.03,0.01,0.0,0.0,0.81
0.79,1.0,1.0,1.0,0.81,0.66,0.82,0.84,0.81,0.81,0.03,0.01,0.0,0.0,0.81
0.78,1.0,1.0,1.0,0.8,0.65,0.8,0.82,0.8,0.8,0.03,0.01,0.0,0.0,0.8
0.77,1.0,1.0,1.0,0.8,0.66,0.82,0.82,0.8,0.8,0.03,0.01,0.0,0.0,0.8
0.77,1.0,1.0,1.0,0.8,0.66,0.82,0.81,0.8,0.8,0.03,0.01,0.0,0.0,0.8
0.76,1.0,1.0,1.0,0.8,0.66,0.82,0.81,0.8,0.8,0.03,0.01,0.0,0.0,0.8
0.75,1.0,1.0,1.0,0.8,0.67,0.84,0.82,0.81,0.8,0.03,0.01,0.0,0.0,0.8
0.75,1.0,1.0,1.0,0.8,0.68,0.85,0.84,0.83,0.8,0.03,0.01,0.0,0.0,0.8
0.75,1.0,1.0,1.0,0.81,0.68,0.85,0.84,0.83,0.81,0.03,0.01,0.0,0.0,0.81
0.74,1.0,1.0,1.0,0.8,0.67,0.84,0.83,0.82,0.8,0.03,0.01,0.0,0.0,0.8
0.73,1.0,1.0,1.0,0.8,0.67,0.84,0.84,0.82,0.8,0.03,0.01,0.0,0.0,0.8
0.72,1.0,1.0,1.0,0.8,0.67,0.84,0.84,0.82,0.8,0.03,0.01,0.0,0.0,0.8
0.71,1.0,1.0,1.0,0.79,0.67,0.84,0.84,0.82,0.79,0.03,0.01,0.0,0.0,0.79
0.7,1.0,1.0,1.0,0.79,0.68,0.85,0.86,0.84,0.79,0.03,0.01,0.0,0.0,0.79
0.69,1.0,1.0,1.0,0.79,0.68,0.85,0.86,0.84,0.79,0.03,0.01,0.0,0.0,0.79
0.69,1.0,1.0,1.0,0.79,0.69,0.87,0.88,0.85,0.79,0.03,0.01,0.0,0.0,0.79
0.7,1.0,1.0,1.0,0.79,0.69,0.87,0.88,0.86,0.79,0.03,0.01,0.0,0.0,0.79
0.69,1.0,1.0,1.0,0.8,0.69,0.87,0.88,0.86,0.8,0.03,0.01,0.0,0.0,0.8
0.68,1.0,1.0,1.0,0.79,0.68,0.85,0.86,0.85,0.79,0.03,0.01,0.0,0.0,0.79
0.67,1.0,1.0,1.0,0.79,0.69,0.87,0.88,0.86,0.79,0.03,0.01,0.0,0.0,0.79
0.66,1.0,1.0,1.0,0.79,0.69,0.87,0.88,0.86,0.79,0.03,0.01,0.0,0.0,0.79
0.65,1.0,1.0,1.0,0.79,0.68,0.85,0.86,0.84,0.79,0.03,0.01,0.0,0.0,0.79
0.64,1.0,1.0,1.0,0.79,0.68,0.85,0.86,0.84,0.79,0.03,0.01,0.0,0.0,0.79
0.63,1.0,1.0,1.0,0.78,0.67,0.84,0.84,0.83,0.78,0.03,0.01,0.0,0.0,0.78
0.62,1.0,1.0,1.0,0.78,0.67,0.84,0.84,0.83,0.78,0.03,0.01,0.0,0.0,0.78
0.61,1.0,1.0,1.0,0.78,0.68,0.85,0.86,0.85,0.78,0.03,0.01,0.0,0.0,0.78
0.61,1.0,1.0,1.0,0.78,0.69,0.87,0.88,0.86,0.78,0.03,0.01,0.0,0.0,0.78
0.6,1.0,1.0,1.0,0.79,0.69,0.87,0.88,0.86,0.79,0.03,0.01,0.0,0.0,0.79
0.59,1.0,1.0,1.0,0.79,0.69,0.87,0.88,0.87,0.79,0.03,0.01,0.0,0.0,0.79
0.58,1.0,1.0,0.96,0.79,0.69,0.87,0.89,0.87,0.79,0.03,0.01,0.0,0.0,0.79
0.57,1.0,1.0,0.94,0.79,0.69,0.87,0.9,0.87,0.79,0.03,0.01,0.0,0.0,0.79
0.56,1.0,1.0,0.91,0.79,0.69,0.87,0.9,0.87,0.79,0.03,0.01,0.0,0.0,0.79
0.55,1.0,1.0,0.88,0.79,0.69,0.87,0.9,0.87,0.79,0.03,0.01,0.0,0.0,0.79
0.79,1.0,1.0,1.0,0.79,0.69,0.87,0.9,0.87,0.79,0.03,0.01,0.0,0.0,0.79
0.78,1.0,1.0,1.0,0.79,0.68,0.85,0.9,0.86,0.79,0.03,0.01,0.0,0.0,0.79
0.78,1.0,1.0,1.0,0.79,0.68,0.85,0.9,0.86,0.79,0.03,0.01,0.0,0.0,0.79
0.78,1.0,1.0,1.0,0.8,0.69,0.87,0.91,0.89,0.8,0.03,0.01,0.0,0.0,0.8
0.79,1.0,1.0,1.0,0.81,0.69,0.87,0.92,0.89,0.81,0.04,0.03,0.0,0.0,0.81
0.78,1.0,1.0,1.0,0.82,0.69,0.87,0.9,0.89,0.82,0.04,0.03,0.01,0.0,0.82
0.77,1.0,1.0,1.0,0.82,0.69,0.87,0.9,0.88,0.82,0.04,0.03,0.01,0.0,0.82
0.76,1.0,1.0,1.0,0.82,0.69,0.87,0.9,0.88,0.82,0.04,0.03,0.01,0.0,0.82
0.75,1.0,1.0,1.0,0.82,0.69,0.87,0.9,0.88,0.82,0.04,0.03,0.0,0.0,0.82
0.74,1.0,1.0,1.0,0.82,0.69,0.87,0.9,0.88,0.82,0.04,0.03,0.0,0.0,0.82
0.74,1.0,1.0,1.0,0.82,0.7,0.89,0.91,0.89,0.82,0.04,0.03,0.0,0.0,0.82
0.73,1.0,1.0,1.0,0.82,0.7,0.89,0.91,0.89,0.82,0.04,0.03,0.0,0.0,0.82
0.72,1.0,1.0,1.0,0.82,0.69,0.87,0.9,0.88,0.82,0.04,0.03,0.0,0.0,0.82
0.71,1.0,1.0,1.0,0.82,0.69,0.87,0.9,0.88,0.82,0.04,0.03,0.0,0.0,0.82
0.7,1.0,1.0,1.0,0.82,0.69,0.87,0.89,0.88,0.82,0.04,0.03,0.0,0.0,0.82
0.71,1.0,1.0,1.0,0.82,0.7,0.89,0.9,0.89,0.82,0.04,0.03,0.0,0.0,0.82
0.7,1.0,1.0,1.0,0.83,0.7,0.89,0.9,0.89,0.83,0.04,0.03,0.0,0.0,0.83
0.69,1.0,1.0,1.0,0.82,0.7,0.89,0.9,0.89,0.82,0.04,0.03,0.0,0.0,0.82
0.7,1.0,1.0,1.0,0.82,0.7,0.89,0.9,0.89,0.82,0.04,0.03,0.0,0.0,0.82
0.69,1.0,1.0,1.0,0.83,0.7,0.89,0.9,0.89,0.83,0.04,0.03,0.0,0.0,0.83
0.69,1.0,1.0,1.0,0.83,0.71,0.9,0.92,0.92,0.83,0.04,0.03,0.0,0.0,0.83
0.69,1.0,1.0,1.0,0.84,0.7,0.89,0.91,0.91,0.84,0.04,0.03,0.0,0.0,0.84
0.69,1.0,1.0,1.0,0.83,0.7,0.89,0.91,0.92,0.83,0.04,0.03,0.0,0.0,0.83
0.68,1.0,1.0,1.0,0.84,0.7,0.89,0.92,0.92,0.84,0.04,0.03,0.0,0.0,0.84
0.68,1.0,1.0,1.0,0.84,0.71,0.9,0.93,0.93,0.84,0.04,0.03,0.0,0.0,0.84
0.67,1.0,1.0,1.0,0.85,0.7,0.89,0.91,0.92,0.85,0.04,0.03,0.0,0.0,0.85
0.68,1.0,1.0,1.0,0.85,0.7,0.89,0.92,0.93,0.85,0.04,0.03,0.0,0.0,0.85
0.67,1.0,1.0,1.0,0.86,0.69,0.87,0.9,0.92,0.86,0.04,0.03,0.0,0.0,0.86
0.67,1.0,1.0,1.0,0.86,0.69,0.87,0.9,0.92,0.86,0.04,0.03,0.0,0.0,0.86
0.66,1.0,1.0,1.0,0.86,0.69,0.87,0.9,0.92,0.86,0.04,0.03,0.0,0.0,0.86
0.65,1.0,1.0,1.0,0.86,0.7,0.89,0.92,0.93,0.86,0.04,0.03,0.0,0.0,0.86
0.64,1.0,1.0,0.98,0.85,0.69,0.87,0.9,0.92,0.85,0.04,0.03,0.0,0.0,0.85
0.63,1.0,1.0,0.96,0.85,0.69,0.87,0.91,0.92,0.85,0.04,0.03,0.0,0.0,0.85
0.63,1.0,1.0,0.95,0.85,0.69,0.87,0.91,0.93,0.85,0.04,0.03,0.0,0.0,0.85
0.62,1.0,1.0,0.95,0.85,0.7,0.89,0.93,0.94,0.85,0.04,0.03,0.0,0.0,0.85
0.61,1.0,1.0,0.91,0.85,0.7,0.89,0.93,0.94,0.85,0.04,0.03,0.0,0.0,0.85
0.61,1.0,1.0,0.9,0.84,0.7,0.89,0.94,0.95,0.84,0.04,0.03,0.0,0.0,0.84
0.6,1.0,1.0,0.87,0.85,0.7,0.89,0.93,0.95,0.85,0.04,0.03,0.0,0.0,0.85
0.6,1.0,1.0,0.89,0.85,0.7,0.89,0.93,0.95,0.85,0.04,0.03,0.0,0.0,0.85
0.59,1.0,1.0,0.86,0.86,0.71,0.9,0.93,0.95,0.86,0.04,0.03,0.0,0.0,0.86
0.59,1.0,1.0,0.86,0.86,0.72,0.92,0.95,0.96,0.86,0.04,0.03,0.0,0.0,0.86
0.58,1.0,1.0,0.85,0.86,0.72,0.92,0.95,0.96,0.86,0.04,0.03,0.0,0.0,0.86
0.85,1.0,1.0,1.0,0.86,0.72,0.92,0.96,0.97,0.86,0.04,0.03,0.0,0.0,0.86
0.84,1.0,1.0,1.0,0.86,0.72,0.92,0.96,0.97,0.86,0.04,0.03,0.0,0.0,0.86
0.84,1.0,1.0,1.0,0.86,0.73,0.93,0.97,0.98,0.86,0.04,0.03,0.0,0.0,0.86
0.83,1.0,1.0,1.0,0.86,0.72,0.92,0.95,0.96,0.86,0.04,0.03,0.0,0.0,0.86
0.83,1.0,1.0,1.0,0.86,0.72,0.92,0.95,0.96,0.86,0.04,0.03,0.0,0.0,0.86
0.83,1.0,1.0,1.0,0.86,0.72,0.92,0.95,0.96,0.86,0.04,0.03,0.0,0.0,0.86
0.82,1.0,1.0,1.0,0.86,0.72,0.92,0.95,0.96,0.86,0.04,0.03,0.0,0.0,0.86
0.82,1.0,1.0,1.0,0.85,0.72,0.92,0.95,0.97,0.85,0.04,0.03,0.0,0.0,0.85
0.82,1.0,1.0,1.0,0.86,0.73,0.93,0.95,0.97,0.86,0.04,0.03,0.0,0.0,0.86
0.81,1.0,1.0,1.0,0.86,0.73,0.93,0.95,0.97,0.86,0.04,0.03,0.0,0.0,0.86
0.81,1.0,1.0,1.0,0.86,0.74,0.95,0.97,0.99,0.86,0.04,0.03,0.0,0.0,0.86
0.8,1.0,1.0,1.0,0.87,0.73,0.93,0.95,0.98,0.87,0.04,0.03,0.0,0.0,0.87
0.79,1.0,1.0,1.0,0.87,0.73,0.93,0.96,0.98,0.87,0.04,0.03,0.0,0.0,0.87
0.78,1.0,1.0,1.0,0.87,0.72,0.92,0.94,0.95,0.87,0.04,0.03,0.0,0.0,0.87
0.77,1.0,1.0,1.0,0.87,0.72,0.92,0.94,0.95,0.87,0.04,0.03,0.0,0.0,0.87
0.76,1.0,1.0,1.0,0.86,0.71,0.9,0.93,0.94,0.86,0.04,0.03,0.0,0.0,0.86
0.75,1.0,1.0,1.0,0.85,0.7,0.89,0.91,0.92,0.85,0.04,0.03,0.0,0.0,0.85
0.74,1.0,1.0,1.0,0.85,0.7,0.89,0.92,0.93,0.85,0.04,0.03,0.0,0.0,0.85
0.73,1.0,1.0,1.0,0.85,0.7,0.89,0.93,0.94,0.85,0.04,0.03,0.0,0.0,0.85
0.72,1.0,1.0,1.0,0.84,0.69,0.87,0.91,0.92,0.84,0.03,0.01,0.0,0.0,0.84
0.73,1.0,1.0,1.0,0.84,0.7,0.89,0.92,0.93,0.84,0.03,0.01,0.0,0.0,0.84
0.72,1.0,1.0,1.0,0.85,0.7,0.89,0.93,0.93,0.85,0.03,0.01,0.0,0.0,0.85
0.71,1.0,1.0,1.0,0.85,0.7,0.89,0.92,0.93,0.85,0.03,0.01,0.0,0.0,0.85
0.7,1.0,1.0,1.0,0.84,0.69,0.87,0.9,0.91,0.84,0.03,0.01,0.0,0.0,0.84
0.69,1.0,1.0,1.0,0.84,0.69,0.87,0.9,0.91,0.84,0.02,0.0,0.0,0.0,0.84
0.7,1.0,1.0,1.0,0.84,0.7,0.89,0.91,0.91,0.84,0.02,0.0,0.0,0.0,0.84
0.7,1.0,1.0,1.0,0.84,0.69,0.87,0.9,0.9,0.84,0.02,0.0,0.0,0.0,0.84
0.7,1.0,1.0,1.0,0.84,0.7,0.89,0.91,0.91,0.84,0.02,0.0,0.0,0.0,0.84
0.7,1.0,1.0,1.0,0.85,0.7,0.89,0.92,0.91,0.85,0.85,1.0,1.0,1.0,0.85
0.69,1.0,1.0,1.0,0.85,0.7,0.89,0.92,0.91,0.85,0.84,1.0,1.0,1.0,0.85
0.68,1.0,1.0,1.0,0.85,0.7,0.89,0.92,0.92,0.85,0.83,1.0,1.0,1.0,0.85
0.67,1.0,1.0,1.0,0.85,0.69,0.87,0.9,0.89,0.85,0.82,1.0,1.0,1.0,0.85
0.67,1.0,1.0,1.0,0.85,0.69,0.87,0.9,0.89,0.85,0.82,1.0,1.0,1.0,0.85
0.67,1.0,1.0,1.0,0.85,0.68,0.85,0.9,0.88,0.85,0.82,1.0,1.0,1.0,0.85
0.86,1.0,1.0,1.0,0.85,0.68,0.85,0.9,0.89,0.85,0.83,1.0,1.0,1.0,0.85
0.85,1.0,1.0,1.0,0.85,0.68,0.85,0.9,0.89,0.85,0.82,1.0,1.0,1.0,0.85
0.85,1.0,1.0,1.0,0.84,0.67,0.84,0.88,0.87,0.84,0.82,1.0,1.0,1.0,0.84
0.86,1.0,1.0,1.0,0.83,0.68,0.85,0.91,0.89,0.83,0.83,1.0,1.0,1.0,0.83
0.85,1.0,1.0,1.0,0.84,0.67,0.84,0.89,0.87,0.84,0.82,1.0,1.0,1.0,0.84
0.84,1.0,1.0,1.0,0.83,0.66,0.82,0.87,0.86,0.83,0.81,1.0,1.0,1.0,0.83
0.83,1.0,1.0,1.0,0.83,0.65,0.8,0.85,0.83,0.83,0.8,1.0,1.0,1.0,0.83
0.83,1.0,1.0,1.0,0.83,0.65,0.8,0.85,0.83,0.83,0.79,1.0,1.0,1.0,0.83
0.82,1.0,1.0,1.0,0.82,0.64,0.79,0.84,0.82,0.82,0.78,1.0,1.0,1.0,0.82
0.82,1.0,1.0,1.0,0.81,0.64,0.79,0.84,0.82,0.81,0.78,1.0,1.0,1.0,0.81
0.81,1.0,1.0,1.0,0.82,0.63,0.77,0.82,0.8,0.82,0.77,1.0,1.0,1.0,0.82
0.8,1.0,1.0,1.0,0.82,0.63,0.77,0.82,0.8,0.82,0.76,1.0,1.0,1.0,0.82
0.8,1.0,1.0,1.0,0.82,0.64,0.79,0.84,0.81,0.82,0.76,1.0,1.0,1.0,0.82
0.79,1.0,1.0,1.0,0.81,0.63,0.77,0.82,0.8,0.81,0.75,1.0,1.0,1.0,0.81
0.8,1.0,1.0,1.0,0.81,0.64,0.79,0.84,0.81,0.81,0.76,1.0,1.0,1.0,0.81
0.8,1.0,1.0,1.0,0.82,0.64,0.79,0.84,0.81,0.82,0.76,1.0,1.0,1.0,0.82
0.79,1.0,1.0,1.0,0.82,0.64,0.79,0.84,0.82,0.82,0.75,1.0,1.0,1.0,0.82
0.78,1.0,1.0,1.0,0.82,0.63,0.77,0.82,0.79,0.82,0.74,1.0,1.0,1.0,0.82
0.77,1.0,1.0,1.0,0.81,0.62,0.75,0.8,0.78,0.81,0.73,1.0,1.0,1.0,0.81
0.76,1.0,1.0,1.0,0.8,0.61,0.74,0.79,0.77,0.8,0.72,1.0,1.0,1.0,0.8
0.79,1.0,1.0,1.0,0.79,0.6,0.72,0.78,0.75,0.79,0.71,1.0,1.0,1.0,0.79
0.78,1.0,1.0,1.0,0.79,0.6,0.72,0.78,0.75,0.79,0.7,1.0,1.0,1.0,0.79
0.77,1.0,1.0,1.0,0.79,0.6,0.72,0.78,0.75,0.79,0.69,1.0,1.0,1.0,0.79
0.76,1.0,1.0,1.0,0.79,0.6,0.72,0.77,0.74,0.79,0.68,1.0,1.0,1.0,0.79
0.76,1.0,1.0,1.0,0.79,0.6,0.72,0.77,0.74,0.79,0.68,1.0,1.0,1.0,0.79
0.75,1.0,1.0,1.0,0.79,0.6,0.72,0.78,0.75,0.79,0.67,1.0,1.0,1.0,0.79
0.75,1.0,1.0,1.0,0.79,0.61,0.74,0.79,0.77,0.79,0.66,1.0,1.0,1.0,0.79
0.75,1.0,1.0,1.0,0.79,0.61,0.74,0.79,0.77,0.79,0.66,1.0,1.0,1.0,0.79
0.74,1.0,1.0,1.0,0.79,0.61,0.74,0.8,0.77,0.79,0.65,1.0,1.0,1.0,0.79
0.73,1.0,1.0,1.0,0.79,0.6,0.72,0.79,0.77,0.79,0.64,1.0,1.0,1.0,0.79
0.72,1.0,1.0,1.0,0.79,0.6,0.72,0.8,0.77,0.79,0.63,1.0,1.0,1.0,0.79
0.71,1.0,1.0,1.0,0.79,0.6,0.72,0.8,0.77,0.79,0.62,1.0,1.0,1.0,0.79
0.7,1.0,1.0,1.0,0.79,0.6,0.72,0.8,0.77,0.79,0.61,1.0,1.0,1.0,0.79
0.69,1.0,1.0,1.0,0.79,0.59,0.7,0.79,0.76,0.79,0.6,1.0,1.0,1.0,0.79
0.68,1.0,1.0,1.0,0.79,0.59,0.7,0.8,0.76,0.79,0.59,1.0,1.0,1.0,0.79
0.68,1.0,1.0,1.0,0.79,0.59,0.7,0.8,0.76,0.79,0.59,1.0,1.0,1.0,0.79
0.67,1.0,1.0,1.0,0.79,0.6,0.72,0.81,0.78,0.79,0.58,1.0,1.0,1.0,0.79
0.66,1.0,1.0,1.0,0.79,0.6,0.72,0.81,0.78,0.79,0.57,1.0,1.0,1.0,0.79
0.65,1.0,1.0,1.0,0.79,0.6,0.72,0.81,0.78,0.79,0.56,1.0,1.0,1.0,0.79
0.64,1.0,1.0,1.0,0.79,0.6,0.72,0.81,0.77,0.79,0.55,1.0,0.98,0.98,0.79
0.63,1.0,1.0,1.0,0.79,0.6,0.72,0.81,0.77,0.79,0.54,1.0,0.98,0.97,0.79
0.63,1.0,1.0,1.0,0.78,0.6,0.72,0.79,0.76,0.78,0.54,1.0,0.98,0.99,0.78
0.62,1.0,1.0,1.0,0.78,0.6,0.72,0.8,0.76,0.78,0.53,1.0,0.98,0.97,0.78
0.61,1.0,1.0,1.0,0.78,0.6,0.72,0.8,0.76,0.78,0.52,1.0,0.97,0.94,0.78
0.6,1.0,0.99,1.0,0.78,0.6,0.72,0.8,0.76,0.78,0.51,1.0,0.95,0.92,0.78
0.59,1.0,0.99,1.0,0.78,0.61,0.74,0.81,0.77,0.78,0.5,1.0,0.95,0.89,0.78
0.6,1.0,1.0,1.0,0.78,0.62,0.75,0.82,0.78,0.78,0.5,1.0,0.97,0.88,0.78
0.59,1.0,0.99,1.0,0.78,0.61,0.74,0.8,0.77,0.78,0.49,1.0,0.94,0.86,0.78
0.59,1.0,0.99,1.0,0.78,0.61,0.74,0.8,0.77,0.78,0.49,1.0,0.94,0.87,0.78
0.59,1.0,0.99,1.0,0.78,0.62,0.75,0.81,0.78,0.78,0.49,1.0,0.94,0.87,0.78
0.58,1.0,0.99,1.0,0.78,0.63,0.77,0.82,0.79,0.78,0.48,1.0,0.89,0.84,0.78
0.57,1.0,0.98,1.0,0.78,0.64,0.79,0.83,0.8,0.78,0.47,1.0,0.89,0.82,0.78
0.56,1.0,0.94,1.0,0.78,0.64,0.79,0.83,0.8,0.78,0.46,1.0,0.83,0.8,0.78
0.55,1.0,0.94,1.0,0.77,0.64,0.79,0.83,0.8,0.77,0.45,0.96,0.83,0.78,0.77
0.54,1.0,0.94,1.0,0.76,0.63,0.77,0.81,0.78,0.76,0.44,0.92,0.78,0.77,0.76
0.54,1.0,0.94,1.0,0.76,0.64,0.79,0.83,0.8,0.76,0.44,0.92,0.78,0.75,0.76
0.53,1.0,0.93,1.0,0.77,0.63,0.77,0.81,0.78,0.77,0.43,0.88,0.74,0.73,0.77
0.53,1.0,0.89,1.0,0.77,0.63,0.77,0.8,0.78,0.77,0.43,0.88,0.72,0.69,0.77
0.53,1.0,0.89,1.0,0.77,0.63,0.77,0.8,0.78,0.77,0.43,0.88,0.71,0.67,0.77
0.52,1.0,0.89,1.0,0.77,0.63,0.77,0.8,0.78,0.77,0.42,0.85,0.67,0.65,0.77
0.52,1.0,0.89,1.0,0.76,0.63,0.77,0.8,0.77,0.76,0.42,0.85,0.67,0.64,0.76
0.52,1.0,0.9,1.0,0.77,0.63,0.77,0.81,0.78,0.77,0.42,0.85,0.68,0.68,0.77
0.51,1.0,0.89,0.99,0.76,0.63,0.77,0.8,0.78,0.76,0.41,0.81,0.67,0.65,0.76
0.5,1.0,0.87,0.98,0.76,0.63,0.77,0.8,0.78,0.76,0.4,0.77,0.62,0.63,0.76
0.5,1.0,0.85,0.97,0.76,0.63,0.77,0.8,0.78,0.76,0.4,0.77,0.61,0.59,0.76
0.49,1.0,0.82,0.94,0.75,0.62,0.75,0.78,0.76,0.75,0.39,0.73,0.56,0.55,0.75
0.48,1.0,0.81,0.93,0.75,0.62,0.75,0.78,0.76,0.75,0.38,0.69,0.52,0.53,0.75
0.47,0.96,0.81,0.9,0.75,0.61,0.74,0.76,0.74,0.75,0.37,0.65,0.47,0.5,0.75
0.46,0.92,0.78,0.87,0.75,0.6,0.72,0.76,0.73,0.75,0.36,0.62,0.43,0.48,0.75
0.46,0.92,0.78,0.87,0.75,0.6,0.72,0.76,0.73,0.75,0.36,0.62,0.43,0.48,0.75
0.45,0.88,0.74,0.83,0.76,0.59,0.7,0.75,0.72,0.76,0.35,0.58,0.37,0.45,0.76
0.45,0.88,0.69,0.83,0.76,0.59,0.7,0.75,0.72,0.76,0.35,0.58,0.37,0.44,0.76
0.44,0.84,0.69,0.81,0.76,0.59,0.7,0.75,0.72,0.76,0.34,0.54,0.33,0.42,0.76
0.45,0.88,0.69,0.83,0.76,0.6,0.72,0.77,0.74,0.76,0.35,0.58,0.37,0.44,0.76
0.44,0.84,0.64,0.79,0.77,0.6,0.72,0.77,0.75,0.77,0.34,0.54,0.33,0.41,0.77
0.43,0.8,0.62,0.77,0.77,0.6,0.72,0.77,0.75,0.77,0.33,0.5,0.32,0.39,0.77
0.43,0.8,0.62,0.77,0.77,0.59,0.7,0.77,0.74,0.77,0.33,0.5,0.32,0.38,0.77
0.42,0.76,0.57,0.73,0.77,0.6,0.72,0.77,0.75,0.77,0.32,0.46,0.26,0.34,0.77
0.41,0.72,0.56,0.71,0.77,0.6,0.72,0.77,0.75,0.77,0.31,0.42,0.21,0.32,0.77
