IBDD-CC,IBDD-ACC,IBDD-MS,IBDD-DyS,real_IBDD,baseline-CC,baseline-ACC,baseline-MS,baseline-DyS,real_baseline,IKS-CC,IKS-ACC,IKS-MS,IKS-DyS,real_IKS
0.07,0.06,0.05,0.04,0.31,0.78,1.0,1.0,1.0,0.31,0.04,0.03,0.03,0.03,0.31
0.07,0.06,0.05,0.04,0.32,0.79,1.0,1.0,1.0,0.32,0.04,0.03,0.03,0.03,0.32
0.07,0.06,0.05,0.04,0.33,0.79,1.0,1.0,1.0,0.33,0.04,0.03,0.03,0.03,0.33
0.07,0.06,0.05,0.04,0.34,0.79,1.0,1.0,1.0,0.34,0.04,0.03,0.03,0.03,0.34
0.07,0.06,0.05,0.04,0.35,0.78,1.0,1.0,1.0,0.35,0.04,0.03,0.03,0.03,0.35
0.07,0.06,0.05,0.04,0.36,0.78,1.0,1.0,1.0,0.36,0.04,0.03,0.03,0.03,0.36
0.07,0.06,0.05,0.04,0.37,0.78,1.0,1.0,1.0,0.37,0.04,0.03,0.03,0.03,0.37
0.07,0.06,0.05,0.04,0.38,0.78,1.0,1.0,1.0,0.38,0.04,0.03,0.03,0.03,0.38
0.07,0.06,0.05,0.04,0.39,0.78,1.0,1.0,1.0,0.39,0.04,0.03,0.03,0.03,0.39
0.07,0.06,0.05,0.04,0.39,0.78,1.0,1.0,1.0,0.39,0.04,0.03,0.03,0.03,0.39
0.07,0.06,0.05,0.04,0.4,0.77,1.0,1.0,1.0,0.4,0.04,0.03,0.03,0.03,0.4
0.07,0.06,0.05,0.04,0.4,0.76,0.98,1.0,1.0,0.4,0.04,0.03,0.04,0.03,0.4
0.06,0.05,0.05,0.04,0.41,0.75,0.97,1.0,1.0,0.41,0.04,0.03,0.04,0.03,0.41
0.07,0.06,0.05,0.04,0.41,0.76,0.98,1.0,1.0,0.41,0.05,0.04,0.04,0.03,0.41
0.07,0.06,0.05,0.04,0.41,0.75,0.97,1.0,1.0,0.41,0.05,0.04,0.04,0.03,0.41
0.07,0.06,0.05,0.04,0.41,0.74,0.95,1.0,0.97,0.41,0.05,0.04,0.04,0.03,0.41
0.06,0.05,0.04,0.03,0.42,0.73,0.93,1.0,0.96,0.42,0.04,0.03,0.04,0.03,0.42
0.06,0.05,0.04,0.03,0.42,0.73,0.93,1.0,0.96,0.42,0.04,0.03,0.04,0.03,0.42
0.06,0.05,0.04,0.03,0.43,0.73,0.93,1.0,0.96,0.43,0.04,0.03,0.04,0.03,0.43
0.06,0.05,0.04,0.03,0.43,0.72,0.92,1.0,0.94,0.43,0.04,0.03,0.03,0.03,0.43
0.06,0.05,0.04,0.03,0.43,0.71,0.9,0.95,0.92,0.43,0.04,0.03,0.03,0.03,0.43
0.06,0.05,0.04,0.03,0.44,0.71,0.9,0.95,0.92,0.44,0.04,0.03,0.03,0.03,0.44
0.06,0.05,0.04,0.03,0.44,0.7,0.89,0.95,0.9,0.44,0.04,0.03,0.03,0.03,0.44
0.06,0.05,0.04,0.03,0.44,0.69,0.87,0.93,0.88,0.44,0.04,0.03,0.03,0.03,0.44
0.06,0.05,0.04,0.03,0.45,0.69,0.87,0.93,0.88,0.45,0.04,0.03,0.03,0.03,0.45
0.06,0.05,0.04,0.03,0.46,0.69,0.87,0.93,0.89,0.46,0.04,0.03,0.03,0.03,0.46
0.06,0.05,0.04,0.03,0.47,0.7,0.89,0.95,0.9,0.47,0.04,0.03,0.03,0.03,0.47
0.05,0.04,0.03,0.03,0.47,0.69,0.87,0.93,0.88,0.47,0.04,0.03,0.03,0.03,0.47
0.05,0.04,0.03,0.03,0.47,0.7,0.89,0.95,0.89,0.47,0.04,0.03,0.03,0.03,0.47
0.05,0.04,0.03,0.03,0.48,0.7,0.89,0.95,0.89,0.48,0.04,0.03,0.03,0.03,0.48
0.05,0.04,0.03,0.03,0.49,0.71,0.9,0.95,0.9,0.49,0.04,0.03,0.03,0.03,0.49
0.05,0.04,0.03,0.03,0.5,0.71,0.9,0.95,0.9,0.5,0.04,0.03,0.03,0.03,0.5
0.05,0.04,0.03,0.03,0.5,0.71,0.9,0.95,0.9,0.5,0.03,0.01,0.01,0.02,0.5
0.05,0.04,0.03,0.03,0.51,0.71,0.9,0.95,0.9,0.51,0.03,0.01,0.02,0.02,0.51
0.05,0.04,0.03,0.03,0.52,0.72,0.92,0.95,0.91,0.52,0.03,0.01,0.02,0.02,0.52
0.05,0.04,0.03,0.03,0.53,0.72,0.92,0.95,0.91,0.53,0.03,0.01,0.02,0.02,0.53
0.05,0.04,0.03,0.03,0.53,0.72,0.92,0.97,0.91,0.53,0.03,0.01,0.02,0.02,0.53
0.04,0.02,0.02,0.03,0.53,0.71,0.9,0.95,0.9,0.53,0.03,0.01,0.01,0.02,0.53
0.04,0.02,0.02,0.03,0.52,0.7,0.89,0.94,0.89,0.52,0.03,0.01,0.01,0.02,0.52
0.04,0.02,0.02,0.03,0.53,0.7,0.89,0.93,0.89,0.53,0.03,0.01,0.01,0.02,0.53
0.04,0.02,0.02,0.03,0.53,0.69,0.87,0.92,0.87,0.53,0.03,0.01,0.01,0.02,0.53
0.04,0.02,0.02,0.03,0.54,0.68,0.85,0.9,0.86,0.54,0.03,0.01,0.01,0.02,0.54
0.04,0.02,0.02,0.03,0.55,0.69,0.87,0.92,0.88,0.55,0.03,0.01,0.01,0.02,0.55
0.56,0.82,0.61,0.39,0.56,0.69,0.87,0.92,0.88,0.56,0.03,0.01,0.01,0.02,0.56
0.56,0.82,0.61,0.39,0.56,0.69,0.87,0.91,0.87,0.56,0.03,0.01,0.01,0.02,0.56
0.56,0.82,0.62,0.39,0.57,0.69,0.87,0.91,0.87,0.57,0.03,0.01,0.01,0.02,0.57
0.55,0.8,0.62,0.34,0.58,0.69,0.87,0.91,0.87,0.58,0.02,0.0,0.0,0.01,0.58
0.56,0.82,0.64,0.35,0.58,0.7,0.89,0.92,0.88,0.58,0.03,0.01,0.0,0.01,0.58
0.55,0.8,0.64,0.29,0.59,0.7,0.89,0.92,0.88,0.59,0.02,0.0,0.0,0.0,0.59
0.55,0.8,0.64,0.29,0.59,0.71,0.9,0.94,0.9,0.59,0.02,0.0,0.0,0.0,0.59
0.54,0.78,0.62,0.28,0.6,0.71,0.9,0.94,0.9,0.6,0.02,0.0,0.0,0.0,0.6
0.54,0.78,0.62,0.28,0.6,0.71,0.9,0.93,0.89,0.6,0.02,0.0,0.0,0.0,0.6
0.54,0.78,0.63,0.28,0.61,0.7,0.89,0.92,0.88,0.61,0.02,0.0,0.0,0.0,0.61
0.54,0.78,0.63,0.27,0.62,0.7,0.89,0.92,0.89,0.62,0.02,0.0,0.0,0.0,0.62
0.54,0.78,0.64,0.28,0.63,0.7,0.89,0.92,0.88,0.63,0.02,0.0,0.0,0.0,0.63
0.54,0.78,0.64,0.28,0.64,0.7,0.89,0.91,0.87,0.64,0.02,0.0,0.0,0.0,0.64
0.54,0.78,0.65,0.27,0.65,0.69,0.87,0.89,0.85,0.65,0.02,0.0,0.0,0.0,0.65
0.54,0.78,0.65,0.27,0.65,0.68,0.85,0.88,0.84,0.65,0.02,0.0,0.0,0.0,0.65
0.54,0.78,0.67,0.27,0.66,0.68,0.85,0.88,0.84,0.66,0.02,0.0,0.0,0.0,0.66
0.54,0.78,0.68,0.27,0.67,0.68,0.85,0.88,0.84,0.67,0.02,0.0,0.0,0.0,0.67
0.54,0.78,0.7,0.27,0.68,0.67,0.84,0.87,0.83,0.68,0.02,0.0,0.0,0.0,0.68
0.54,0.78,0.7,0.27,0.69,0.68,0.85,0.87,0.84,0.69,0.02,0.0,0.0,0.0,0.69
0.54,0.78,0.7,0.27,0.7,0.68,0.85,0.87,0.83,0.7,0.02,0.0,0.0,0.0,0.7
0.54,0.78,0.7,0.27,0.71,0.68,0.85,0.87,0.83,0.71,0.02,0.0,0.0,0.0,0.71
0.54,0.78,0.7,0.26,0.72,0.68,0.85,0.87,0.84,0.72,0.02,0.0,0.0,0.0,0.72
0.55,0.8,0.72,0.33,0.73,0.69,0.87,0.89,0.85,0.73,0.03,0.01,0.0,0.01,0.73
0.55,0.8,0.72,0.33,0.74,0.69,0.87,0.89,0.85,0.74,0.03,0.01,0.0,0.01,0.74
0.55,0.8,0.72,0.33,0.74,0.68,0.85,0.87,0.83,0.74,0.03,0.01,0.0,0.01,0.74
0.55,0.8,0.72,0.33,0.75,0.67,0.84,0.86,0.82,0.75,0.03,0.01,0.0,0.01,0.75
0.55,0.8,0.72,0.33,0.76,0.67,0.84,0.86,0.82,0.76,0.03,0.01,0.0,0.01,0.76
0.55,0.8,0.72,0.33,0.77,0.67,0.84,0.87,0.82,0.77,0.03,0.01,0.0,0.01,0.77
0.55,0.8,0.72,0.33,0.77,0.66,0.82,0.85,0.81,0.77,0.03,0.01,0.0,0.01,0.77
0.54,0.78,0.7,0.31,0.77,0.65,0.8,0.83,0.79,0.77,0.03,0.01,0.0,0.01,0.77
0.53,0.77,0.7,0.3,0.76,0.65,0.8,0.82,0.79,0.76,0.03,0.01,0.0,0.01,0.76
0.52,0.75,0.69,0.29,0.75,0.64,0.79,0.81,0.77,0.75,0.03,0.01,0.0,0.01,0.75
0.52,0.75,0.69,0.3,0.75,0.64,0.79,0.8,0.77,0.75,0.04,0.03,0.01,0.01,0.75
0.51,0.74,0.67,0.28,0.75,0.64,0.79,0.81,0.77,0.75,0.04,0.03,0.02,0.02,0.75
0.5,0.72,0.66,0.27,0.74,0.65,0.8,0.82,0.79,0.74,0.04,0.03,0.02,0.02,0.74
0.49,0.71,0.66,0.26,0.73,0.64,0.79,0.8,0.77,0.73,0.04,0.03,0.02,0.02,0.73
0.49,0.71,0.66,0.26,0.73,0.65,0.8,0.81,0.78,0.73,0.04,0.03,0.02,0.02,0.73
0.49,0.71,0.66,0.26,0.73,0.65,0.8,0.81,0.78,0.73,0.04,0.03,0.02,0.02,0.73
0.48,0.69,0.64,0.25,0.74,0.65,0.8,0.81,0.77,0.74,0.04,0.03,0.02,0.02,0.74
0.47,0.68,0.62,0.24,0.73,0.65,0.8,0.8,0.77,0.73,0.04,0.03,0.02,0.02,0.73
0.46,0.66,0.61,0.23,0.73,0.66,0.82,0.82,0.79,0.73,0.04,0.03,0.02,0.02,0.73
0.45,0.65,0.6,0.23,0.73,0.66,0.82,0.82,0.79,0.73,0.04,0.03,0.02,0.02,0.73
0.72,1.0,0.91,0.73,0.73,0.66,0.82,0.82,0.79,0.73,0.04,0.03,0.02,0.02,0.73
0.72,1.0,0.91,0.72,0.73,0.65,0.8,0.81,0.77,0.73,0.04,0.03,0.02,0.02,0.73
0.71,1.0,0.89,0.7,0.73,0.64,0.79,0.79,0.76,0.73,0.04,0.03,0.02,0.02,0.73
0.71,1.0,0.89,0.69,0.73,0.65,0.8,0.81,0.77,0.73,0.05,0.04,0.04,0.02,0.73
0.7,1.0,0.89,0.66,0.73,0.66,0.82,0.82,0.79,0.73,0.05,0.04,0.03,0.02,0.73
0.69,1.0,0.89,0.66,0.72,0.66,0.82,0.82,0.79,0.72,0.05,0.04,0.03,0.02,0.72
0.68,1.0,0.87,0.64,0.72,0.66,0.82,0.82,0.79,0.72,0.05,0.04,0.03,0.02,0.72
0.67,1.0,0.85,0.62,0.72,0.66,0.82,0.82,0.79,0.72,0.05,0.04,0.04,0.02,0.72
0.67,1.0,0.85,0.62,0.72,0.66,0.82,0.82,0.79,0.72,0.05,0.04,0.04,0.02,0.72
0.66,1.0,0.83,0.6,0.73,0.65,0.8,0.81,0.78,0.73,0.05,0.04,0.04,0.02,0.73
0.65,1.0,0.8,0.55,0.73,0.65,0.8,0.81,0.78,0.73,0.05,0.04,0.03,0.02,0.73
0.64,1.0,0.8,0.54,0.73,0.65,0.8,0.8,0.78,0.73,0.05,0.04,0.03,0.02,0.73
0.63,1.0,0.8,0.52,0.73,0.65,0.8,0.81,0.79,0.73,0.05,0.04,0.03,0.02,0.73
0.64,1.0,0.83,0.54,0.73,0.66,0.82,0.83,0.8,0.73,0.06,0.05,0.04,0.02,0.73
0.63,1.0,0.8,0.52,0.74,0.66,0.82,0.83,0.8,0.74,0.06,0.05,0.04,0.02,0.74
0.62,1.0,0.8,0.5,0.74,0.66,0.82,0.83,0.8,0.74,0.06,0.05,0.04,0.02,0.74
0.61,1.0,0.78,0.49,0.74,0.66,0.82,0.83,0.8,0.74,0.06,0.05,0.04,0.02,0.74
0.6,0.98,0.77,0.47,0.74,0.66,0.82,0.82,0.8,0.74,0.06,0.05,0.04,0.02,0.74
0.59,0.97,0.77,0.46,0.74,0.66,0.82,0.83,0.81,0.74,0.06,0.05,0.04,0.02,0.74
0.58,0.95,0.77,0.44,0.74,0.67,0.84,0.85,0.82,0.74,0.06,0.05,0.04,0.02,0.74
0.57,0.93,0.77,0.43,0.74,0.67,0.84,0.85,0.82,0.74,0.06,0.05,0.04,0.02,0.74
0.56,0.91,0.77,0.42,0.73,0.66,0.82,0.83,0.81,0.73,0.06,0.05,0.04,0.02,0.73
0.56,0.91,0.77,0.43,0.73,0.66,0.82,0.83,0.81,0.73,0.07,0.06,0.05,0.02,0.73
0.55,0.9,0.76,0.42,0.72,0.65,0.8,0.82,0.8,0.72,0.07,0.06,0.05,0.02,0.72
0.72,1.0,0.95,0.78,0.72,0.65,0.8,0.82,0.8,0.72,0.07,0.06,0.05,0.02,0.72
0.71,1.0,0.93,0.75,0.73,0.66,0.82,0.84,0.81,0.73,0.07,0.06,0.05,0.02,0.73
0.71,1.0,0.93,0.75,0.73,0.67,0.84,0.85,0.83,0.73,0.07,0.06,0.05,0.02,0.73
0.7,1.0,0.91,0.73,0.74,0.68,0.85,0.87,0.84,0.74,0.07,0.06,0.05,0.02,0.74
0.69,1.0,0.89,0.7,0.74,0.67,0.84,0.85,0.83,0.74,0.06,0.05,0.04,0.02,0.74
0.69,1.0,0.91,0.72,0.74,0.68,0.85,0.87,0.84,0.74,0.06,0.05,0.04,0.02,0.74
0.69,1.0,0.96,0.72,0.74,0.68,0.85,0.87,0.85,0.74,0.06,0.05,0.04,0.02,0.74
0.68,1.0,0.93,0.71,0.74,0.68,0.85,0.87,0.85,0.74,0.06,0.05,0.04,0.02,0.74
0.67,1.0,0.84,0.69,0.73,0.67,0.84,0.85,0.83,0.73,0.06,0.05,0.04,0.02,0.73
0.66,1.0,0.82,0.68,0.73,0.67,0.84,0.85,0.83,0.73,0.06,0.05,0.04,0.02,0.73
0.67,1.0,0.84,0.7,0.73,0.68,0.85,0.87,0.85,0.73,0.06,0.05,0.04,0.02,0.73
0.67,1.0,0.86,0.7,0.74,0.69,0.87,0.88,0.86,0.74,0.06,0.05,0.04,0.02,0.74
0.66,1.0,0.86,0.69,0.74,0.69,0.87,0.88,0.86,0.74,0.06,0.05,0.04,0.02,0.74
0.66,1.0,0.89,0.7,0.74,0.7,0.89,0.89,0.88,0.74,0.06,0.05,0.04,0.02,0.74
0.66,1.0,0.91,0.7,0.75,0.71,0.9,0.91,0.89,0.75,0.06,0.05,0.04,0.02,0.75
0.65,1.0,0.89,0.67,0.76,0.71,0.9,0.91,0.9,0.76,0.06,0.05,0.04,0.02,0.76
0.64,1.0,0.86,0.65,0.76,0.71,0.9,0.91,0.89,0.76,0.06,0.05,0.04,0.02,0.76
0.63,1.0,0.84,0.63,0.75,0.7,0.89,0.9,0.88,0.75,0.06,0.05,0.04,0.02,0.75
0.63,1.0,0.84,0.63,0.75,0.71,0.9,0.91,0.9,0.75,0.06,0.05,0.04,0.02,0.75
0.62,1.0,0.82,0.61,0.76,0.71,0.9,0.92,0.9,0.76,0.06,0.05,0.04,0.02,0.76
0.61,1.0,0.82,0.6,0.76,0.72,0.92,0.92,0.91,0.76,0.06,0.05,0.04,0.02,0.76
0.6,1.0,0.8,0.58,0.76,0.72,0.92,0.93,0.91,0.76,0.06,0.05,0.04,0.02,0.76
0.59,1.0,0.8,0.57,0.76,0.71,0.9,0.92,0.9,0.76,0.06,0.05,0.04,0.02,0.76
0.58,1.0,0.8,0.55,0.76,0.71,0.9,0.91,0.9,0.76,0.06,0.05,0.04,0.02,0.76
0.57,1.0,0.77,0.54,0.75,0.71,0.9,0.9,0.9,0.75,0.06,0.05,0.04,0.02,0.75
0.56,0.98,0.76,0.52,0.75,0.71,0.9,0.9,0.89,0.75,0.06,0.05,0.04,0.02,0.75
0.55,0.96,0.74,0.49,0.75,0.71,0.9,0.9,0.89,0.75,0.06,0.05,0.04,0.02,0.75
0.55,0.96,0.76,0.5,0.75,0.72,0.92,0.92,0.91,0.75,0.06,0.05,0.04,0.02,0.75
0.55,0.96,0.78,0.5,0.76,0.73,0.93,0.93,0.92,0.76,0.06,0.05,0.04,0.02,0.76
0.55,0.96,0.79,0.51,0.77,0.74,0.95,0.95,0.93,0.77,0.06,0.05,0.04,0.02,0.77
0.54,0.94,0.79,0.49,0.78,0.73,0.93,0.93,0.92,0.78,0.06,0.05,0.04,0.02,0.78
0.54,0.94,0.8,0.49,0.78,0.74,0.95,0.95,0.94,0.78,0.06,0.05,0.04,0.02,0.78
0.53,0.93,0.8,0.49,0.79,0.75,0.97,0.95,0.95,0.79,0.06,0.05,0.04,0.02,0.79
0.52,0.91,0.77,0.47,0.78,0.74,0.95,0.93,0.93,0.78,0.06,0.05,0.04,0.02,0.78
0.51,0.89,0.75,0.46,0.78,0.74,0.95,0.93,0.93,0.78,0.06,0.05,0.04,0.02,0.78
0.51,0.89,0.75,0.45,0.78,0.75,0.97,0.95,0.95,0.78,0.06,0.05,0.04,0.02,0.78
0.5,0.87,0.73,0.44,0.79,0.75,0.97,0.95,0.95,0.79,0.06,0.05,0.04,0.02,0.79
0.49,0.85,0.7,0.42,0.79,0.75,0.97,0.95,0.95,0.79,0.06,0.05,0.04,0.02,0.79
0.49,0.85,0.7,0.44,0.79,0.75,0.97,0.95,0.94,0.79,0.06,0.05,0.05,0.04,0.79
0.48,0.83,0.68,0.43,0.79,0.74,0.95,0.94,0.93,0.79,0.06,0.05,0.05,0.04,0.79
0.47,0.81,0.66,0.42,0.79,0.74,0.95,0.94,0.93,0.79,0.06,0.05,0.05,0.04,0.79
0.46,0.8,0.66,0.42,0.79,0.74,0.95,0.94,0.93,0.79,0.06,0.05,0.05,0.04,0.79
0.45,0.78,0.62,0.4,0.78,0.73,0.93,0.93,0.92,0.78,0.06,0.05,0.05,0.04,0.78
0.44,0.76,0.61,0.4,0.78,0.74,0.95,0.93,0.93,0.78,0.06,0.05,0.05,0.04,0.78
0.43,0.74,0.59,0.38,0.78,0.74,0.95,0.94,0.93,0.78,0.06,0.05,0.05,0.04,0.78
0.42,0.72,0.59,0.37,0.78,0.74,0.95,0.95,0.93,0.78,0.06,0.05,0.05,0.04,0.78
0.41,0.7,0.59,0.36,0.78,0.73,0.93,0.94,0.93,0.78,0.06,0.05,0.05,0.04,0.78
0.4,0.69,0.57,0.35,0.78,0.74,0.95,0.96,0.95,0.78,0.06,0.05,0.05,0.04,0.78
0.4,0.69,0.57,0.35,0.78,0.75,0.97,0.97,0.96,0.78,0.06,0.05,0.05,0.04,0.78
0.39,0.67,0.57,0.34,0.79,0.75,0.97,0.97,0.96,0.79,0.06,0.05,0.05,0.04,0.79
0.38,0.65,0.55,0.33,0.79,0.75,0.97,0.97,0.96,0.79,0.06,0.05,0.05,0.04,0.79
0.37,0.63,0.55,0.32,0.79,0.75,0.97,0.97,0.96,0.79,0.06,0.05,0.05,0.04,0.79
0.36,0.61,0.52,0.32,0.79,0.75,0.97,0.96,0.96,0.79,0.06,0.05,0.05,0.04,0.79
0.35,0.59,0.5,0.31,0.79,0.75,0.97,0.96,0.96,0.79,0.06,0.05,0.05,0.04,0.79
0.78,1.0,1.0,1.0,0.79,0.75,0.97,0.96,0.96,0.79,0.06,0.05,0.05,0.04,0.79
0.78,1.0,1.0,1.0,0.79,0.75,0.97,0.96,0.96,0.79,0.06,0.05,0.04,0.04,0.79
0.77,1.0,1.0,1.0,0.79,0.74,0.95,0.94,0.94,0.79,0.05,0.04,0.04,0.02,0.79
0.76,1.0,1.0,1.0,0.79,0.74,0.95,0.94,0.94,0.79,0.05,0.04,0.04,0.02,0.79
0.76,1.0,1.0,1.0,0.79,0.75,0.97,0.96,0.96,0.79,0.05,0.04,0.04,0.02,0.79
0.76,1.0,1.0,1.0,0.8,0.76,0.98,0.97,0.97,0.8,0.06,0.05,0.05,0.03,0.8
0.75,1.0,1.0,1.0,0.8,0.76,0.98,0.97,0.97,0.8,0.06,0.05,0.05,0.03,0.8
0.74,1.0,1.0,1.0,0.8,0.76,0.98,0.98,0.97,0.8,0.06,0.05,0.05,0.03,0.8
0.8,1.0,1.0,1.0,0.8,0.77,1.0,0.98,0.98,0.8,0.06,0.05,0.04,0.03,0.8
0.8,1.0,1.0,1.0,0.81,0.78,1.0,1.0,0.99,0.81,0.06,0.05,0.04,0.03,0.81
0.8,1.0,1.0,1.0,0.81,0.77,1.0,1.0,0.97,0.81,0.06,0.05,0.04,0.03,0.81
0.8,1.0,1.0,1.0,0.82,0.78,1.0,1.0,0.98,0.82,0.06,0.05,0.04,0.03,0.82
0.79,1.0,1.0,1.0,0.83,0.78,1.0,1.0,0.98,0.83,0.05,0.04,0.03,0.02,0.83
0.79,1.0,1.0,1.0,0.83,0.78,1.0,1.0,0.98,0.83,0.05,0.04,0.03,0.02,0.83
0.79,1.0,1.0,1.0,0.83,0.77,1.0,1.0,0.97,0.83,0.05,0.04,0.03,0.02,0.83
0.79,1.0,1.0,1.0,0.84,0.78,1.0,1.0,0.99,0.84,0.05,0.04,0.02,0.02,0.84
0.78,1.0,1.0,1.0,0.85,0.78,1.0,1.0,0.99,0.85,0.05,0.04,0.02,0.02,0.85
0.78,1.0,1.0,1.0,0.85,0.78,1.0,1.0,1.0,0.85,0.05,0.04,0.02,0.02,0.85
0.77,1.0,1.0,1.0,0.85,0.77,1.0,1.0,0.98,0.85,0.05,0.04,0.03,0.02,0.85
0.77,1.0,1.0,1.0,0.85,0.77,1.0,1.0,0.98,0.85,0.05,0.04,0.03,0.02,0.85
0.76,1.0,1.0,1.0,0.86,0.77,1.0,1.0,0.98,0.86,0.05,0.04,0.02,0.02,0.86
0.75,1.0,1.0,1.0,0.86,0.77,1.0,1.0,0.98,0.86,0.05,0.04,0.02,0.02,0.86
0.74,1.0,1.0,1.0,0.86,0.77,1.0,1.0,0.98,0.86,0.05,0.04,0.02,0.02,0.86
0.73,1.0,1.0,1.0,0.86,0.77,1.0,1.0,0.99,0.86,0.05,0.04,0.02,0.02,0.86
0.73,1.0,1.0,1.0,0.86,0.77,1.0,1.0,0.97,0.86,0.05,0.04,0.02,0.02,0.86
0.72,1.0,1.0,1.0,0.87,0.77,1.0,1.0,0.97,0.87,0.04,0.03,0.01,0.02,0.87
0.71,1.0,1.0,1.0,0.87,0.76,0.98,0.98,0.96,0.87,0.04,0.03,0.01,0.02,0.87
0.71,1.0,1.0,1.0,0.86,0.76,0.98,0.98,0.96,0.86,0.04,0.03,0.01,0.02,0.86
0.7,1.0,1.0,1.0,0.87,0.76,0.98,0.98,0.96,0.87,0.04,0.03,0.01,0.02,0.87
0.69,1.0,1.0,0.99,0.87,0.76,0.98,0.98,0.96,0.87,0.04,0.03,0.01,0.02,0.87
0.68,1.0,1.0,0.98,0.87,0.76,0.98,0.98,0.96,0.87,0.04,0.03,0.01,0.02,0.87
0.67,1.0,1.0,0.96,0.87,0.77,1.0,1.0,0.98,0.87,0.04,0.03,0.01,0.02,0.87
0.66,1.0,1.0,0.94,0.87,0.77,1.0,1.0,0.98,0.87,0.04,0.03,0.01,0.02,0.87
0.65,1.0,1.0,0.91,0.87,0.77,1.0,1.0,0.98,0.87,0.04,0.03,0.01,0.02,0.87
0.64,1.0,1.0,0.89,0.87,0.77,1.0,1.0,0.98,0.87,0.04,0.03,0.01,0.02,0.87
0.63,1.0,1.0,0.84,0.87,0.77,1.0,1.0,0.98,0.87,0.03,0.01,0.01,0.01,0.87
0.62,1.0,1.0,0.82,0.87,0.76,0.98,1.0,0.97,0.87,0.03,0.01,0.01,0.01,0.87
0.61,1.0,1.0,0.8,0.86,0.75,0.97,0.98,0.95,0.86,0.03,0.01,0.01,0.01,0.86
0.6,1.0,1.0,0.79,0.86,0.75,0.97,0.98,0.95,0.86,0.03,0.01,0.01,0.01,0.86
0.59,1.0,1.0,0.77,0.86,0.75,0.97,0.98,0.95,0.86,0.03,0.01,0.01,0.01,0.86
0.58,1.0,0.98,0.75,0.86,0.75,0.97,0.98,0.95,0.86,0.03,0.01,0.01,0.01,0.86
0.57,1.0,0.96,0.73,0.86,0.75,0.97,0.97,0.95,0.86,0.03,0.01,0.01,0.01,0.86
0.56,1.0,0.96,0.71,0.86,0.75,0.97,0.97,0.95,0.86,0.03,0.01,0.01,0.01,0.86
0.56,1.0,0.96,0.72,0.86,0.76,0.98,0.98,0.96,0.86,0.03,0.01,0.01,0.01,0.86
0.56,1.0,0.96,0.69,0.87,0.76,0.98,0.98,0.96,0.87,0.03,0.01,0.01,0.01,0.87
0.56,1.0,0.96,0.68,0.87,0.77,1.0,1.0,0.96,0.87,0.03,0.01,0.01,0.01,0.87
0.55,1.0,0.92,0.66,0.87,0.76,0.98,0.98,0.95,0.87,0.03,0.01,0.01,0.01,0.87
0.54,1.0,0.88,0.65,0.86,0.75,0.97,0.97,0.93,0.86,0.03,0.01,0.01,0.01,0.86
0.53,1.0,0.88,0.63,0.85,0.75,0.97,0.97,0.93,0.85,0.03,0.01,0.01,0.01,0.85
0.52,1.0,0.84,0.61,0.85,0.75,0.97,0.97,0.93,0.85,0.03,0.01,0.01,0.01,0.85
0.51,1.0,0.83,0.6,0.85,0.76,0.98,0.98,0.94,0.85,0.03,0.01,0.01,0.01,0.85
0.5,1.0,0.8,0.57,0.85,0.75,0.97,0.97,0.92,0.85,0.03,0.01,0.01,0.01,0.85
0.5,1.0,0.8,0.57,0.85,0.76,0.98,0.98,0.94,0.85,0.03,0.01,0.01,0.01,0.85
0.5,1.0,0.83,0.58,0.86,0.77,1.0,1.0,0.95,0.86,0.03,0.01,0.01,0.01,0.86
0.5,1.0,0.86,0.58,0.87,0.77,1.0,1.0,0.95,0.87,0.03,0.01,0.01,0.01,0.87
0.49,1.0,0.86,0.57,0.88,0.77,1.0,1.0,0.95,0.88,0.03,0.01,0.01,0.01,0.88
0.48,0.98,0.85,0.51,0.88,0.77,1.0,1.0,0.95,0.88,0.03,0.01,0.01,0.01,0.88
0.47,0.95,0.84,0.48,0.88,0.77,1.0,1.0,0.95,0.88,0.03,0.01,0.01,0.01,0.88
0.47,0.95,0.87,0.48,0.88,0.77,1.0,1.0,0.95,0.88,0.03,0.01,0.01,0.01,0.88
0.46,0.93,0.83,0.46,0.88,0.76,0.98,1.0,0.95,0.88,0.03,0.01,0.01,0.01,0.88
0.45,0.91,0.83,0.44,0.88,0.76,0.98,1.0,0.95,0.88,0.03,0.01,0.01,0.01,0.88
0.44,0.88,0.78,0.43,0.88,0.75,0.97,0.98,0.94,0.88,0.03,0.01,0.01,0.01,0.88
0.43,0.86,0.76,0.41,0.87,0.74,0.95,0.97,0.92,0.87,0.03,0.01,0.01,0.01,0.87
0.43,0.86,0.78,0.42,0.87,0.75,0.97,0.98,0.94,0.87,0.03,0.01,0.01,0.01,0.87
0.42,0.84,0.74,0.4,0.87,0.74,0.95,0.97,0.91,0.87,0.03,0.01,0.01,0.01,0.87
0.41,0.81,0.74,0.39,0.87,0.74,0.95,0.97,0.91,0.87,0.03,0.01,0.01,0.01,0.87
0.4,0.79,0.74,0.38,0.86,0.73,0.93,0.95,0.91,0.86,0.03,0.01,0.01,0.01,0.86
0.39,0.77,0.74,0.37,0.86,0.73,0.93,0.95,0.9,0.86,0.03,0.01,0.01,0.01,0.86
